id;start;end;time;activity
3377;900;910;10;121
3377;910;945;35;33
3377;945;960;15;121
3377;960;990;30;32
3377;990;1020;30;121
3377;1020;1740;660;1
3378;240;570;330;1
3378;570;575;5;121
3378;575;720;145;11
3378;720;725;5;121
3378;725;820;95;1
3378;820;825;5;121
3378;825;1080;255;11
3378;1080;1085;5;121
3378;1085;1085;5;33
3378;1085;1090;5;121
3378;1090;1740;585;1
3379;240;475;235;1
3379;475;495;20;121
3379;495;1015;520;11
3379;1015;1035;20;121
3379;1035;1065;30;33
3379;1065;1070;5;121
3379;1070;1740;610;1
3380;240;420;180;1
3380;420;480;60;121
3380;480;720;240;13
3380;720;725;5;100
3380;725;780;55;53
3380;780;785;5;100
3380;785;1050;265;13
3380;1050;1110;60;121
3380;1110;1740;570;1
3381;240;480;240;1
3381;480;510;30;121
3381;510;1125;615;11
3381;1125;1155;30;121
3381;1155;1740;525;1
3382;240;495;255;1
3382;495;500;5;100
3382;500;1020;520;23
3382;1020;1025;5;100
3382;1025;1140;115;51
3382;1140;1160;20;100
3382;1160;1740;520;1
3383;240;495;255;1
3383;495;540;25;121
3383;495;540;20;133
3383;540;720;180;11
3383;720;725;5;100
3383;725;805;80;53
3383;805;810;5;100
3383;810;1080;270;11
3383;1080;1110;15;133
3383;1080;1110;15;121
3383;1110;1740;570;1
3384;240;500;260;1
3384;500;520;20;121
3384;520;1050;530;11
3384;1050;1110;60;121
3384;1110;1740;570;1
3385;240;885;645;1
3385;885;905;20;121
3385;905;1095;190;54
3385;1095;1120;25;121
3385;1120;1740;560;1
3386;240;885;645;1
3386;885;905;20;122
3386;905;1095;190;54
3386;1095;1120;25;122
3386;1120;1740;560;1
3387;240;460;220;1
3387;460;465;5;121
3387;465;470;5;61
3387;470;490;20;121
3387;490;725;235;11
3387;725;730;5;121
3387;730;730;5;33
3387;730;735;5;121
3387;735;1050;315;11
3387;1050;1070;20;121
3387;1070;1085;15;33
3387;1085;1090;5;121
3387;1090;1120;30;33
3387;1120;1135;15;121
3387;1135;1155;20;32
3387;1155;1170;15;121
3387;1170;1740;505;1
3388;240;505;265;1
3388;505;510;5;121
3388;510;520;10;61
3388;520;550;30;100
3388;550;550;5;52
3388;550;580;30;121
3388;580;700;120;1
3388;700;710;10;121
3388;710;715;5;64
3388;715;720;5;121
3388;720;725;5;64
3388;725;730;5;121
3388;730;735;5;33
3388;735;735;5;121
3388;735;800;65;1
3388;800;805;5;121
3388;805;810;5;61
3388;810;815;5;121
3388;815;985;170;1
3388;985;990;5;121
3388;990;990;5;64
3388;990;995;5;121
3388;995;1740;670;1
3389;240;505;265;1
3389;505;510;5;122
3389;510;715;205;22
3389;715;720;5;122
3389;720;725;5;64
3389;725;730;5;122
3389;730;735;5;33
3389;735;735;5;122
3389;735;800;65;1
3389;800;805;5;122
3389;805;990;185;22
3389;990;995;5;122
3389;995;1740;680;1
3390;240;600;360;1
3390;600;605;5;100
3390;605;610;5;33
3390;610;615;5;100
3390;615;1740;1065;1
3391;240;600;360;1
3391;600;605;5;100
3391;605;625;20;33
3391;625;630;5;100
3391;630;850;220;1
3391;850;855;5;100
3391;855;930;75;54
3391;930;935;5;100
3391;935;1740;745;1
3392;240;480;240;1
3392;480;510;30;121
3392;510;720;210;11
3392;720;730;10;100
3392;730;770;40;53
3392;770;780;10;100
3392;780;1110;330;11
3392;1110;1140;30;121
3392;1140;1200;60;1
3392;1200;1210;10;121
3392;1210;1215;5;74
3392;1215;1225;10;121
3392;1225;1740;455;1
3393;240;525;285;1
3393;525;545;20;121
3393;545;765;220;11
3393;765;775;10;133
3393;775;805;30;53
3393;805;815;10;133
3393;815;1095;280;11
3393;1095;1110;15;121
3393;1110;1170;60;12
3393;1170;1190;20;121
3393;1190;1740;490;1
3394;240;570;330;1
3394;570;580;10;100
3394;580;595;15;42
3394;595;620;25;100
3394;620;630;10;42
3394;630;655;25;100
3394;655;665;10;33
3394;665;675;10;100
3394;675;900;225;1
3394;900;945;45;100
3394;945;975;30;54
3394;975;985;10;122
3394;985;1740;695;1
3395;240;495;255;1
3395;495;525;30;121
3395;525;735;210;11
3395;735;740;5;100
3395;740;775;35;51
3395;775;780;5;100
3395;780;1185;405;11
3395;1185;1205;20;121
3395;1205;1205;5;61
3395;1205;1215;10;121
3395;1215;1740;460;1
3396;240;470;230;1
3396;470;510;40;131
3396;510;1005;495;13
3396;1005;1045;40;131
3396;1045;1045;5;33
3396;1045;1050;5;100
3396;1050;1740;625;1
3397;240;570;330;1
3397;570;580;10;100
3397;580;695;115;34
3397;695;705;10;100
3397;705;1740;975;1
3398;240;600;360;1
3398;600;620;20;121
3398;620;705;85;51
3398;705;720;15;121
3398;720;990;270;1
3398;990;1000;10;121
3398;1000;1020;20;33
3398;1020;1040;20;121
3398;1040;1740;640;1
3399;240;480;240;1
3399;480;510;30;121
3399;510;720;210;11
3399;720;735;15;121
3399;735;795;60;51
3399;795;840;45;121
3399;840;1110;270;11
3399;1110;1140;30;121
3399;1140;1740;540;1
3400;240;480;240;1
3400;480;495;15;121
3400;495;500;5;61
3400;500;505;5;121
3400;505;505;5;61
3400;505;535;30;121
3400;535;600;65;51
3400;600;620;20;121
3400;620;680;60;32
3400;680;695;15;121
3400;695;700;5;64
3400;700;705;5;100
3400;705;730;25;34
3400;730;750;20;121
3400;750;755;5;64
3400;755;765;10;121
3400;765;950;185;1
3400;950;960;10;121
3400;960;1030;70;51
3400;1030;1045;15;121
3400;1045;1050;5;64
3400;1050;1055;5;121
3400;1055;1740;620;1
3401;240;450;210;1
3401;450;480;30;122
3401;480;700;220;24
3401;700;765;35;131
3401;700;765;30;133
3401;765;1740;915;1
3402;240;480;240;1
3402;480;495;15;122
3402;495;500;5;61
3402;500;505;5;122
3402;505;755;250;23
3402;755;765;10;122
3402;765;1740;915;1
3403;240;480;240;1
3403;480;495;15;122
3403;495;700;205;22
3403;700;705;5;100
3403;705;730;25;34
3403;730;750;20;122
3403;750;755;5;64
3403;755;765;10;122
3403;765;950;185;1
3403;950;960;10;122
3403;960;1030;70;51
3403;1030;1045;15;122
3403;1045;1050;5;64
3403;1050;1055;5;122
3403;1055;1740;625;1
3404;240;440;200;1
3404;440;480;40;121
3404;480;1080;600;11
3404;1080;1140;60;121
3404;1140;1280;140;64
3404;1280;1295;15;121
3404;1295;1740;385;1
3405;240;460;220;1
3405;460;475;15;121
3405;475;475;5;61
3405;475;480;5;121
3405;480;735;255;11
3405;735;745;10;121
3405;745;760;15;34
3405;760;765;5;121
3405;765;785;20;1
3405;785;795;10;121
3405;795;1060;265;11
3405;1060;1075;15;121
3405;1075;1740;600;1
3406;240;440;200;1
3406;440;475;35;131
3406;475;735;260;24
3406;735;765;30;131
3406;765;1740;915;1
3407;240;460;220;1
3407;460;475;15;122
3407;475;735;260;24
3407;735;765;30;131
3407;765;1035;270;1
3407;1035;1095;20;131
3407;1035;1095;20;133
3407;1035;1095;20;131
3407;1095;1280;185;51
3407;1280;1295;15;122
3407;1295;1740;385;1
3408;240;570;330;1
3408;570;575;5;121
3408;575;590;15;34
3408;590;595;5;121
3408;595;630;35;1
3408;630;675;45;121
3408;675;675;5;64
3408;675;685;10;121
3408;685;980;295;54
3408;980;1005;25;121
3408;1005;1080;75;61
3408;1080;1090;10;121
3408;1090;1090;5;61
3408;1090;1110;20;121
3408;1110;1140;30;54
3408;1140;1145;5;121
3408;1145;1740;525;1
3409;240;510;270;1
3409;510;530;20;121
3409;530;730;200;11
3409;730;750;20;121
3409;750;810;60;1
3409;810;825;15;121
3409;825;1180;355;11
3409;1180;1200;20;121
3409;1200;1740;480;1
3410;240;500;260;1
3410;500;525;25;121
3410;525;760;235;11
3410;760;770;10;100
3410;770;810;40;53
3410;810;820;10;100
3410;820;1095;275;11
3410;1095;1120;25;121
3410;1120;1120;5;33
3410;1120;1130;10;121
3410;1130;1135;5;1
3410;1135;1140;5;121
3410;1140;1195;55;51
3410;1195;1200;5;121
3410;1200;1740;475;1
3411;240;585;345;1
3411;585;590;5;121
3411;590;615;25;34
3411;615;635;20;100
3411;635;660;25;53
3411;660;670;10;121
3411;670;1740;1010;1
3412;240;585;345;1
3412;585;590;5;122
3412;590;615;25;34
3412;615;635;20;100
3412;635;660;25;53
3412;660;670;10;122
3412;670;1740;1010;1
3413;240;1080;840;1
3413;1080;1155;75;121
3413;1155;1155;5;52
3413;1155;1230;75;121
3413;1230;1740;445;1
3414;240;450;210;1
3414;450;465;15;121
3414;465;960;495;11
3414;960;975;15;121
3414;975;1035;60;32
3414;1035;1045;10;121
3414;1045;1055;10;33
3414;1055;1065;10;121
3414;1065;1100;35;1
3414;1100;1120;20;121
3414;1120;1185;65;51
3414;1185;1200;15;121
3414;1200;1740;480;1
3415;240;600;360;1
3415;600;610;10;100
3415;610;655;45;51
3415;655;665;10;100
3415;665;1040;375;1
3415;1040;1055;15;121
3415;1055;1055;5;33
3415;1055;1055;5;100
3415;1055;1060;5;33
3415;1060;1070;10;121
3415;1070;1740;600;1
3416;240;630;390;1
3416;630;640;10;121
3416;640;710;70;31
3416;710;720;10;121
3416;720;1740;960;1
3417;240;435;195;1
3417;435;470;35;131
3417;470;1020;550;24
3417;1020;1070;50;131
3417;1070;1740;610;1
3418;240;480;240;1
3418;480;485;5;121
3418;485;490;5;33
3418;490;500;10;121
3418;500;510;10;35
3418;510;520;10;121
3418;520;960;440;1
3418;960;975;15;121
3418;975;1020;45;32
3418;1020;1035;15;121
3418;1035;1740;645;1
3419;240;960;720;1
3419;960;975;15;121
3419;975;1320;345;54
3419;1320;1325;5;122
3419;1325;1355;30;53
3419;1355;1360;5;122
3419;1360;1600;240;54
3419;1600;1615;15;121
3419;1615;1740;65;1
3420;240;570;330;1
3420;570;585;15;100
3420;585;590;5;33
3420;590;605;15;100
3420;605;690;85;1
3420;690;720;30;121
3420;720;765;45;32
3420;765;785;20;121
3420;785;1020;235;54
3420;1020;1050;30;121
3420;1050;1740;630;1
3421;240;475;235;1
3421;475;495;20;131
3421;495;520;25;61
3421;520;570;25;131
3421;520;570;25;133
3421;570;590;20;33
3421;590;630;40;131
3421;630;750;120;31
3421;750;810;60;131
3421;810;900;90;1
3421;900;920;20;131
3421;920;940;20;64
3421;940;970;30;131
3421;970;1740;710;1
3422;240;475;235;1
3422;475;495;20;131
3422;495;940;445;22
3422;940;970;30;131
3422;970;1740;710;1
3423;240;930;690;1
3423;930;950;20;122
3423;950;970;20;32
3423;970;980;10;122
3423;980;1155;175;54
3423;1155;1175;20;122
3423;1175;1190;15;1
3423;1190;1195;5;122
3423;1195;1300;105;51
3423;1300;1305;5;122
3423;1305;1740;375;1
3424;240;600;360;1
3424;600;605;5;121
3424;605;615;10;33
3424;615;620;5;121
3424;620;1020;400;1
3424;1020;1040;20;100
3424;1040;1040;5;52
3424;1040;1060;20;100
3424;1060;1740;615;1
3425;240;480;240;1
3425;480;490;10;122
3425;490;510;20;23
3425;510;515;5;100
3425;515;625;110;27
3425;625;630;5;100
3425;630;1030;400;23
3425;1030;1045;15;142
3425;1045;1110;65;1
3425;1110;1115;5;122
3425;1115;1125;10;33
3425;1125;1130;5;122
3425;1130;1135;5;64
3425;1135;1140;5;122
3425;1140;1740;540;1
3426;240;485;245;1
3426;485;490;5;122
3426;490;490;5;61
3426;490;500;10;100
3426;500;600;100;22
3426;600;620;20;100
3426;620;690;70;26
3426;690;710;20;100
3426;710;1050;340;22
3426;1050;1085;35;100
3426;1085;1140;55;51
3426;1140;1150;10;122
3426;1150;1740;525;1
3427;240;660;420;1
3427;660;665;5;121
3427;665;685;20;33
3427;685;690;5;121
3427;690;1740;990;1
3428;240;590;350;1
3428;590;630;20;131
3428;590;630;20;133
3428;630;735;105;51
3428;735;775;20;131
3428;735;775;20;133
3428;775;1740;905;1
3429;240;390;150;1
3429;390;400;10;121
3429;400;410;10;34
3429;410;420;10;121
3429;420;480;60;1
3429;480;495;15;121
3429;495;500;5;61
3429;500;530;30;121
3429;530;840;310;1
3429;840;855;15;121
3429;855;915;60;30
3429;915;930;15;121
3429;930;975;45;54
3429;975;1005;30;121
3429;1005;1080;75;41
3429;1080;1140;60;121
3429;1140;1740;540;1
3430;240;840;600;1
3430;840;855;15;122
3430;855;915;60;30
3430;915;930;15;122
3430;930;975;45;54
3430;975;1005;30;122
3430;1005;1080;75;61
3430;1080;1140;60;122
3430;1140;1740;540;1
3431;240;455;215;1
3431;455;475;20;121
3431;475;480;5;61
3431;480;485;5;121
3431;485;1065;580;11
3431;1065;1090;25;121
3431;1090;1740;590;1
3432;240;660;420;1
3432;660;670;10;121
3432;670;765;95;32
3432;765;780;15;121
3432;780;990;210;1
3432;990;1005;15;121
3432;1005;1025;20;64
3432;1025;1055;30;121
3432;1055;1740;625;1
3433;240;480;240;1
3433;480;500;20;121
3433;500;1050;550;11
3433;1050;1095;45;121
3433;1095;1160;65;1
3433;1160;1165;5;121
3433;1165;1240;75;51
3433;1240;1245;5;121
3433;1245;1740;435;1
3434;240;490;250;1
3434;490;495;5;121
3434;495;495;5;61
3434;495;530;35;121
3434;530;970;440;11
3434;970;980;10;121
3434;980;995;15;13
3434;995;1005;10;121
3434;1005;1740;670;1
3435;240;490;250;1
3435;490;495;5;122
3435;495;965;470;23
3435;965;985;20;100
3435;985;1740;695;1
3436;240;600;360;1
3436;600;630;30;121
3436;630;720;90;54
3436;720;750;30;121
3436;750;1740;930;1
3437;240;530;290;1
3437;530;540;10;121
3437;540;705;165;11
3437;705;710;5;121
3437;710;715;5;64
3437;715;720;5;121
3437;720;725;5;64
3437;725;730;5;121
3437;730;820;90;1
3437;820;825;5;121
3437;825;825;5;61
3437;825;830;5;121
3437;830;1135;305;11
3437;1135;1140;5;121
3437;1140;1150;10;64
3437;1150;1155;5;121
3437;1155;1165;10;1
3437;1165;1170;5;121
3437;1170;1235;65;51
3437;1235;1240;5;121
3437;1240;1740;435;1
3438;240;480;240;1
3438;480;505;25;100
3438;505;725;220;23
3438;725;730;5;122
3438;730;810;80;1
3438;810;835;25;100
3438;835;1020;185;23
3438;1020;1045;25;100
3438;1045;1740;635;1
3439;240;490;250;1
3439;490;500;10;100
3439;500;715;215;22
3439;715;720;5;122
3439;720;725;5;64
3439;725;730;5;122
3439;730;820;90;1
3439;820;825;5;122
3439;825;990;165;22
3439;990;1000;10;122
3439;1000;1150;150;54
3439;1150;1155;5;122
3439;1155;1740;525;1
3440;240;900;660;1
3440;900;960;60;100
3440;960;960;5;52
3440;960;1020;60;100
3440;1020;1110;90;54
3440;1110;1120;10;100
3440;1120;1740;555;1
3441;240;460;220;1
3441;460;465;5;122
3441;465;970;505;22
3441;970;975;5;122
3441;975;1740;705;1
3442;240;460;220;1
3442;460;465;5;122
3442;465;1000;535;22
3442;1000;1005;5;122
3442;1005;1740;675;1
3443;240;960;720;1
3443;960;990;30;100
3443;990;990;5;52
3443;990;1020;30;100
3443;1020;1065;45;1
3443;1065;1090;25;121
3443;1090;1200;110;51
3443;1200;1220;20;121
3443;1220;1740;455;1
3444;240;480;240;1
3444;480;505;25;121
3444;505;570;65;11
3444;570;600;30;121
3444;600;660;60;13
3444;660;690;30;121
3444;690;705;15;13
3444;705;720;15;100
3444;720;750;30;13
3444;750;760;10;100
3444;760;825;65;53
3444;825;855;30;121
3444;855;885;30;13
3444;885;905;20;121
3444;905;905;5;71
3444;905;935;30;121
3444;935;1020;85;11
3444;1020;1025;5;100
3444;1025;1065;40;13
3444;1065;1070;5;100
3444;1070;1170;100;11
3444;1170;1200;30;121
3444;1200;1320;120;51
3444;1320;1340;20;121
3444;1340;1740;335;1
3445;240;570;330;1
3445;570;585;15;100
3445;585;595;10;33
3445;595;615;20;100
3445;615;825;210;1
3445;825;835;10;121
3445;835;850;15;64
3445;850;870;20;121
3445;870;930;60;51
3445;930;950;20;121
3445;950;990;40;54
3445;990;1000;10;121
3445;1000;1080;80;1
3445;1080;1095;15;100
3445;1095;1170;75;51
3445;1170;1185;15;100
3445;1185;1740;495;1
3446;240;840;600;1
3446;840;840;5;121
3446;840;840;5;42
3446;840;845;5;121
3446;845;855;10;51
3446;855;860;5;121
3446;860;875;15;91
3446;875;880;5;121
3446;880;1740;790;1
3447;240;595;355;1
3447;595;615;20;100
3447;615;630;15;34
3447;630;650;20;100
3447;650;840;190;1
3447;840;875;35;121
3447;875;1080;205;54
3447;1080;1125;45;121
3447;1125;1740;555;1
3448;240;465;225;1
3448;465;500;35;122
3448;500;1015;515;11
3448;1015;1050;35;122
3448;1050;1050;5;1
3448;1050;1055;5;121
3448;1055;1110;55;32
3448;1110;1115;5;121
3448;1115;1740;560;1
3449;240;500;260;1
3449;500;525;25;121
3449;525;750;225;13
3449;750;770;20;121
3449;770;835;65;54
3449;835;840;5;121
3449;840;1050;210;13
3449;1050;1070;20;121
3449;1070;1130;60;1
3449;1130;1140;10;122
3449;1140;1245;105;51
3449;1245;1260;15;122
3449;1260;1740;420;1
3450;240;360;120;1
3450;360;375;15;121
3450;375;870;495;11
3450;870;900;30;121
3450;900;930;30;1
3450;930;945;15;121
3450;945;990;45;31
3450;990;1020;30;121
3450;1020;1080;60;32
3450;1080;1110;30;121
3450;1110;1200;90;54
3450;1200;1230;30;121
3450;1230;1740;450;1
3451;240;825;585;1
3451;825;835;10;121
3451;835;1145;310;51
3451;1145;1155;10;121
3451;1155;1740;525;1
3452;240;440;200;1
3452;440;465;10;131
3452;440;465;10;133
3452;440;465;5;131
3452;465;465;5;54
3452;465;475;10;100
3452;475;1050;575;25
3452;1050;1105;20;131
3452;1050;1105;20;133
3452;1050;1105;15;131
3452;1105;1740;570;1
3453;240;490;250;1
3453;490;495;5;122
3453;495;750;255;23
3453;750;755;5;122
3453;755;810;55;53
3453;810;820;10;122
3453;820;840;20;1
3453;840;870;30;122
3453;870;930;60;41
3453;930;960;30;122
3453;960;975;15;33
3453;975;975;5;100
3453;975;980;5;33
3453;980;1000;20;122
3453;1000;1035;35;42
3453;1035;1055;20;122
3453;1055;1740;620;1
3454;240;480;240;1
3454;480;510;30;100
3454;510;1020;510;22
3454;1020;1050;30;100
3454;1050;1080;30;1
3454;1080;1090;10;122
3454;1090;1140;50;51
3454;1140;1150;10;122
3454;1150;1740;530;1
3455;240;500;260;1
3455;500;505;5;121
3455;505;505;5;61
3455;505;520;15;121
3455;520;1080;560;11
3455;1080;1095;15;121
3455;1095;1100;5;64
3455;1100;1105;5;121
3455;1105;1740;570;1
3456;240;570;330;1
3456;570;590;20;121
3456;590;750;160;11
3456;750;760;10;100
3456;760;760;5;33
3456;760;770;10;100
3456;770;1050;280;11
3456;1050;1060;10;121
3456;1060;1110;50;51
3456;1110;1120;10;121
3456;1120;1740;555;1
3457;240;450;210;1
3457;450;475;25;131
3457;475;970;495;11
3457;970;1010;40;131
3457;1010;1740;670;1
3458;240;500;260;1
3458;500;510;10;121
3458;510;790;280;11
3458;790;800;10;121
3458;800;800;5;64
3458;800;810;10;121
3458;810;825;15;1
3458;825;835;10;121
3458;835;1020;185;11
3458;1020;1030;10;121
3458;1030;1740;645;1
3459;240;470;230;1
3459;470;500;30;141
3459;500;800;300;23
3459;800;810;10;122
3459;810;1740;870;1
3460;240;470;230;1
3460;470;500;30;141
3460;500;1020;520;23
3460;1020;1050;30;141
3460;1050;1740;630;1
3461;240;515;275;1
3461;515;520;5;121
3461;520;520;5;61
3461;520;535;15;121
3461;535;545;10;61
3461;545;550;5;121
3461;550;735;185;11
3461;735;745;10;121
3461;745;790;45;1
3461;790;800;10;121
3461;800;1035;235;11
3461;1035;1050;15;121
3461;1050;1125;75;54
3461;1125;1145;20;121
3461;1145;1740;530;1
3462;240;480;240;1
3462;480;485;5;121
3462;485;560;75;91
3462;560;570;10;121
3462;570;590;20;64
3462;590;600;10;121
3462;600;600;5;61
3462;600;605;5;121
3462;605;610;5;1
3462;610;615;5;121
3462;615;620;5;91
3462;620;625;5;121
3462;625;715;90;1
3462;715;720;5;121
3462;720;730;10;64
3462;730;740;10;121
3462;740;790;50;1
3462;790;795;5;121
3462;795;795;5;61
3462;795;800;5;121
3462;800;850;50;1
3462;850;855;5;121
3462;855;860;5;64
3462;860;870;10;121
3462;870;895;25;1
3462;895;900;5;121
3462;900;920;20;61
3462;920;925;5;121
3462;925;945;20;1
3462;945;960;15;121
3462;960;975;15;61
3462;975;990;15;121
3462;990;990;5;61
3462;990;1005;15;121
3462;1005;1005;5;64
3462;1005;1020;15;121
3462;1020;1025;5;32
3462;1025;1050;25;121
3462;1050;1050;5;64
3462;1050;1070;20;121
3462;1070;1170;100;1
3462;1170;1175;5;121
3462;1175;1290;115;91
3462;1290;1295;5;121
3462;1295;1740;360;1
3463;240;515;275;1
3463;515;520;5;122
3463;520;730;210;22
3463;730;740;10;122
3463;740;790;50;1
3463;790;795;5;122
3463;795;860;65;51
3463;860;870;10;122
3463;870;895;25;1
3463;895;900;5;122
3463;900;920;20;41
3463;920;925;5;122
3463;925;945;20;1
3463;945;960;15;122
3463;960;1005;45;41
3463;1005;1020;15;122
3463;1020;1025;5;32
3463;1025;1050;25;122
3463;1050;1050;5;64
3463;1050;1070;20;122
3463;1070;1740;605;1
3464;240;515;275;1
3464;515;520;5;122
3464;520;520;5;61
3464;520;535;15;122
3464;535;590;55;41
3464;590;600;10;122
3464;600;730;130;22
3464;730;740;10;122
3464;740;790;50;1
3464;790;795;5;122
3464;795;860;65;51
3464;860;870;10;122
3464;870;945;75;1
3464;945;960;15;122
3464;960;975;15;61
3464;975;990;15;122
3464;990;1050;60;51
3464;1050;1070;20;122
3464;1070;1740;605;1
3465;240;960;720;1
3465;960;1050;90;121
3465;1050;1080;30;13
3465;1080;1170;90;121
3465;1170;1170;5;1
3465;1170;1175;5;121
3465;1175;1350;175;54
3465;1350;1355;5;121
3465;1355;1740;320;1
3466;240;450;210;1
3466;450;460;10;121
3466;460;630;170;11
3466;630;655;25;121
3466;655;730;75;13
3466;730;740;10;121
3466;740;740;5;61
3466;740;750;10;121
3466;750;810;60;1
3466;810;820;10;121
3466;820;1020;200;11
3466;1020;1040;20;121
3466;1040;1110;70;51
3466;1110;1140;30;121
3466;1140;1170;30;1
3466;1170;1175;5;122
3466;1175;1350;175;54
3466;1350;1355;5;122
3466;1355;1740;320;1
3467;240;560;320;1
3467;560;570;10;121
3467;570;810;240;11
3467;810;820;10;121
3467;820;1170;350;1
3467;1170;1175;5;122
3467;1175;1350;175;54
3467;1350;1355;5;122
3467;1355;1740;325;1
3468;240;455;215;1
3468;455;480;25;131
3468;480;1020;540;24
3468;1020;1060;40;131
3468;1060;1170;110;1
3468;1170;1175;5;122
3468;1175;1350;175;54
3468;1350;1355;5;122
3468;1355;1740;325;1
3469;240;660;420;1
3469;660;675;15;122
3469;675;720;45;32
3469;720;725;5;122
3469;725;745;20;32
3469;745;765;20;122
3469;765;1740;915;1
3470;240;600;360;1
3470;600;630;30;122
3470;630;630;5;64
3470;630;660;30;122
3470;660;750;90;61
3470;750;780;30;122
3470;780;1020;240;1
3470;1020;1050;30;122
3470;1050;1080;30;61
3470;1080;1110;30;122
3470;1110;1740;565;1
3471;240;475;235;1
3471;475;505;30;121
3471;505;505;5;61
3471;505;530;25;121
3471;530;1195;665;11
3471;1195;1215;20;121
3471;1215;1740;460;1
3472;240;475;235;1
3472;475;505;30;122
3472;505;1160;655;23
3472;1160;1190;30;131
3472;1190;1195;5;64
3472;1195;1215;20;122
3472;1215;1740;465;1
3473;240;455;215;1
3473;455;480;25;121
3473;480;1020;540;11
3473;1020;1050;30;121
3473;1050;1740;630;1
3474;240;570;330;1
3474;570;600;30;121
3474;600;610;10;61
3474;610;655;45;121
3474;655;660;5;61
3474;660;705;45;121
3474;705;1000;295;1
3474;1000;1025;25;121
3474;1025;1030;5;64
3474;1030;1080;50;121
3474;1080;1740;600;1
3475;240;570;330;1
3475;570;600;30;122
3475;600;610;10;91
3475;610;655;45;122
3475;655;970;315;91
3475;970;1025;55;141
3475;1025;1030;5;91
3475;1030;1080;50;122
3475;1080;1740;600;1
3476;240;465;225;1
3476;465;505;40;131
3476;505;1020;515;24
3476;1020;1070;50;131
3476;1070;1740;610;1
3477;240;480;240;1
3477;480;510;30;131
3477;510;960;450;23
3477;960;990;30;131
3477;990;1740;690;1
3478;240;540;300;1
3478;540;570;30;131
3478;570;960;390;23
3478;960;990;30;131
3478;990;1740;690;1
3479;240;500;260;1
3479;500;510;10;121
3479;510;515;5;61
3479;515;520;5;121
3479;520;900;380;1
3479;900;920;20;121
3479;920;1055;135;11
3479;1055;1080;25;121
3479;1080;1245;165;1
3479;1245;1250;5;121
3479;1250;1255;5;64
3479;1255;1260;5;121
3479;1260;1740;420;1
3480;240;435;195;1
3480;435;480;45;121
3480;480;1110;630;11
3480;1110;1170;60;121
3480;1170;1740;510;1
3481;240;450;210;1
3481;450;480;30;131
3481;480;1080;600;24
3481;1080;1115;35;131
3481;1115;1170;55;1
3481;1170;1175;5;122
3481;1175;1255;80;51
3481;1255;1260;5;122
3481;1260;1740;420;1
3482;240;480;240;1
3482;480;540;60;131
3482;540;1020;480;23
3482;1020;1080;60;131
3482;1080;1740;600;1
3483;240;500;260;1
3483;500;510;10;122
3483;510;945;435;22
3483;945;970;25;100
3483;970;1740;710;1
3484;240;390;150;1
3484;390;400;10;121
3484;400;810;410;11
3484;810;840;30;121
3484;840;950;110;53
3484;950;980;30;121
3484;980;1170;190;11
3484;1170;1180;10;121
3484;1180;1740;500;1
3485;240;420;180;1
3485;420;435;15;100
3485;435;435;5;52
3485;435;450;15;100
3485;450;480;30;1
3485;480;510;30;121
3485;510;735;225;11
3485;735;740;5;100
3485;740;800;60;53
3485;800;805;5;100
3485;805;1050;245;11
3485;1050;1080;30;121
3485;1080;1110;30;1
3485;1110;1130;20;121
3485;1130;1190;60;51
3485;1190;1210;20;121
3485;1210;1740;465;1
3486;240;630;390;1
3486;630;660;30;131
3486;660;750;90;25
3486;750;755;5;100
3486;755;785;30;53
3486;785;795;10;100
3486;795;1050;255;25
3486;1050;1110;60;131
3486;1110;1740;570;1
3487;240;495;255;1
3487;495;500;5;121
3487;500;505;5;61
3487;505;510;5;121
3487;510;515;5;11
3487;515;575;60;121
3487;575;615;40;13
3487;615;640;25;121
3487;640;685;45;13
3487;685;720;35;121
3487;720;765;45;13
3487;765;785;20;121
3487;785;820;35;13
3487;820;830;10;121
3487;830;890;60;53
3487;890;980;90;121
3487;980;980;5;81
3487;980;1065;85;121
3487;1065;1095;30;11
3487;1095;1100;5;121
3487;1100;1105;5;64
3487;1105;1110;5;121
3487;1110;1740;565;1
3488;240;495;255;1
3488;495;500;5;122
3488;500;1080;580;22
3488;1080;1085;5;122
3488;1085;1740;595;1
3489;240;540;300;1
3489;540;560;20;121
3489;560;580;20;11
3489;580;590;10;100
3489;590;660;70;61
3489;660;670;10;100
3489;670;990;320;11
3489;990;1005;15;100
3489;1005;1035;30;61
3489;1035;1050;15;100
3489;1050;1170;120;11
3489;1170;1190;20;121
3489;1190;1740;490;1
3490;240;675;435;1
3490;675;720;45;122
3490;720;765;45;41
3490;765;785;20;122
3490;785;845;60;32
3490;845;870;25;122
3490;870;900;30;1
3490;900;910;10;122
3490;910;975;65;32
3490;975;990;15;122
3490;990;1050;60;32
3490;1050;1065;15;122
3490;1065;1740;615;1
3491;240;510;270;1
3491;510;515;5;121
3491;515;515;5;61
3491;515;520;5;121
3491;520;625;105;1
3491;625;640;15;121
3491;640;1080;440;11
3491;1080;1100;20;121
3491;1100;1100;5;64
3491;1100;1105;5;121
3491;1105;1115;10;33
3491;1115;1115;5;121
3491;1115;1740;550;1
3492;240;510;270;1
3492;510;510;5;122
3492;510;720;210;22
3492;720;735;15;100
3492;735;765;30;53
3492;765;780;15;100
3492;780;985;205;22
3492;985;990;5;100
3492;990;1065;75;26
