id;start;end;time;activity
1;240;540;300;1
1;540;570;30;133
1;570;1050;480;25
1;1050;1080;30;133
1;1080;1740;600;1
2;240;840;600;1
2;840;855;15;100
2;855;855;5;52
2;855;870;15;100
2;870;900;30;1
2;900;1005;105;121
2;1005;1005;5;52
2;1005;1110;105;121
2;1110;1740;560;1
3;240;510;270;1
3;510;525;15;121
3;525;655;130;13
3;655;665;10;121
3;665;725;60;13
3;725;735;10;121
3;735;795;60;13
3;795;810;15;121
3;810;860;50;1
3;860;870;10;121
3;870;935;65;13
3;935;940;5;121
3;940;1070;130;13
3;1070;1095;25;121
3;1095;1125;30;33
3;1125;1135;10;121
3;1135;1740;545;1
4;240;570;330;1
4;570;575;5;121
4;575;765;190;51
4;765;770;5;121
4;770;1740;910;1
5;240;1050;810;1
5;1050;1080;30;121
5;1080;1170;90;32
5;1170;1200;30;121
5;1200;1740;480;1
6;240;480;240;1
6;480;500;20;133
6;500;600;100;25
6;600;630;30;133
6;630;800;170;1
6;800;820;20;133
6;820;950;130;25
6;950;960;10;133
6;960;1020;60;33
6;1020;1080;60;100
6;1080;1740;600;1
7;240;540;300;1
7;540;545;5;100
7;545;545;5;52
7;545;550;5;100
7;550;600;50;1
7;600;605;5;100
7;605;645;40;32
7;645;645;5;100
7;645;650;5;33
7;650;660;10;100
7;660;780;120;1
7;780;785;5;100
7;785;785;5;52
7;785;790;5;100
7;790;840;50;1
7;840;865;25;133
7;865;930;65;41
7;930;955;25;133
7;955;1110;155;1
7;1110;1115;5;100
7;1115;1115;5;52
7;1115;1120;5;100
7;1120;1740;540;1
8;240;520;280;1
8;520;525;5;121
8;525;535;10;61
8;535;560;25;121
8;560;720;160;11
8;720;725;5;100
8;725;795;70;53
8;795;800;5;100
8;800;1140;340;11
8;1140;1155;15;121
8;1155;1740;525;1
9;240;510;270;1
9;510;540;30;133
9;540;720;180;11
9;720;730;10;100
9;730;740;10;33
9;740;750;10;100
9;750;1035;285;11
9;1035;1065;30;133
9;1065;1075;10;64
9;1075;1085;10;100
9;1085;1740;595;1
10;240;495;255;1
10;495;530;15;131
10;495;530;20;133
10;530;690;160;51
10;690;720;20;133
10;690;720;10;131
10;720;885;165;1
10;885;915;30;133
10;915;990;75;32
10;990;1020;30;133
10;1020;1035;15;1
10;1035;1065;30;133
10;1065;1140;75;51
10;1140;1170;30;133
10;1170;1740;510;1
11;240;840;600;1
11;840;910;70;100
11;910;910;5;52
11;910;975;65;131
11;975;1110;135;1
11;1110;1170;25;131
11;1110;1170;35;133
11;1170;1350;180;54
11;1350;1410;35;133
11;1350;1410;25;131
11;1410;1740;265;1
12;240;690;450;1
12;690;720;30;133
12;720;810;90;53
12;810;825;15;100
12;825;825;5;30
12;825;825;5;100
12;825;830;5;30
12;830;855;25;100
12;855;990;135;51
12;990;1035;45;100
12;1035;1035;5;52
12;1035;1080;45;131
12;1080;1740;585;1
13;240;390;150;1
13;390;590;120;139
13;390;590;60;151
13;390;590;20;121
13;590;790;200;13
13;790;795;5;100
13;795;850;55;53
13;850;855;5;100
13;855;1095;240;13
13;1095;1290;15;121
13;1095;1290;60;151
13;1095;1290;120;139
13;1290;1740;390;1
14;240;630;390;1
14;630;635;5;100
14;635;640;5;33
14;640;660;20;100
14;660;660;5;52
14;660;685;25;100
14;685;1200;515;1
14;1200;1245;45;121
14;1245;1360;115;53
14;1360;1380;20;121
14;1380;1740;295;1
15;240;480;240;1
15;480;495;15;121
15;495;720;225;11
15;720;755;35;100
15;755;825;70;53
15;825;855;30;100
15;855;1110;255;11
15;1110;1125;15;121
15;1125;1130;5;35
15;1130;1140;10;121
15;1140;1740;540;1
16;240;455;215;1
16;455;475;20;133
16;475;950;475;11
16;950;1000;50;133
16;1000;1080;80;51
16;1080;1110;30;133
16;1110;1740;570;1
17;240;560;320;1
17;560;565;5;100
17;565;565;5;64
17;565;600;35;133
17;600;670;70;51
17;670;700;30;133
17;700;960;260;1
17;960;965;5;100
17;965;985;20;33
17;985;990;5;100
17;990;1740;685;1
18;240;585;345;1
18;585;595;10;121
18;595;645;50;32
18;645;655;10;121
18;655;750;95;1
18;750;770;20;121
18;770;1265;495;11
18;1265;1285;20;121
18;1285;1740;395;1
19;240;1020;780;1
19;1020;1065;45;131
19;1065;1185;120;54
19;1185;1210;25;131
19;1210;1740;470;1
20;240;270;30;1
20;270;360;90;121
20;360;370;10;33
20;370;635;265;121
20;635;695;60;32
20;695;1020;325;121
20;1020;1740;660;1
21;240;450;210;1
21;450;460;10;121
21;460;960;500;11
21;960;970;10;121
21;970;1740;710;1
22;240;320;80;1
22;320;350;30;121
22;350;845;495;11
22;845;870;25;121
22;870;960;90;1
22;960;965;5;100
22;965;990;25;33
22;990;995;5;100
22;995;1740;685;1
23;240;660;420;1
23;660;665;5;121
23;665;680;15;32
23;680;740;60;121
23;740;945;205;91
23;945;965;20;100
23;965;1080;115;91
23;1080;1130;50;121
23;1130;1740;550;1
24;240;450;210;1
24;450;470;20;100
24;470;990;520;23
24;990;1010;20;100
24;1010;1740;670;1
25;240;500;260;1
25;500;515;15;100
25;515;1080;565;22
25;1080;1100;20;100
25;1100;1740;580;1
26;240;390;150;1
26;390;420;30;121
26;420;465;45;11
26;465;500;35;121
26;500;630;130;13
26;630;640;10;121
26;640;690;50;13
26;690;725;35;121
26;725;730;5;11
26;730;735;5;100
26;735;795;60;53
26;795;800;5;100
26;800;900;100;11
26;900;935;35;121
26;935;960;25;13
26;960;1005;45;121
26;1005;1065;60;13
26;1065;1090;25;121
26;1090;1740;590;1
27;240;450;210;1
27;450;470;20;121
27;470;1010;540;11
27;1010;1040;30;121
27;1040;1050;10;42
27;1050;1065;15;121
27;1065;1110;45;1
27;1110;1130;20;121
27;1130;1140;10;64
27;1140;1155;15;121
27;1155;1215;60;54
27;1215;1230;15;121
27;1230;1740;450;1
28;240;465;225;1
28;465;540;75;121
28;540;1230;690;13
28;1230;1305;75;121
28;1305;1740;375;1
29;240;465;225;1
29;465;525;60;121
29;525;1050;525;13
29;1050;1065;15;121
29;1065;1140;75;32
29;1140;1160;20;121
29;1160;1740;520;1
30;240;450;210;1
30;450;470;20;131
30;470;1020;550;24
30;1020;1040;20;131
30;1040;1740;640;1
31;240;450;210;1
31;450;460;10;121
31;460;460;5;64
31;460;495;35;121
31;495;1035;540;11
31;1035;1065;30;121
31;1065;1065;5;61
31;1065;1075;10;121
31;1075;1740;595;1
32;240;580;340;1
32;580;590;10;131
32;590;660;70;41
32;660;680;20;131
32;680;1740;1000;1
33;240;660;420;1
33;660;735;75;122
33;735;840;105;53
33;840;960;120;100
33;960;960;5;52
33;960;1080;120;122
33;1080;1110;30;1
33;1110;1150;40;131
33;1150;1230;80;51
33;1230;1275;20;131
33;1230;1275;25;133
33;1275;1740;400;1
34;240;495;255;1
34;495;510;15;121
34;510;600;90;41
34;600;605;5;121
34;605;615;10;33
34;615;630;15;121
34;630;1740;1050;1
35;240;480;240;1
35;480;500;20;100
35;500;1035;535;11
35;1035;1055;20;100
35;1055;1740;625;1
36;240;500;260;1
36;500;510;10;100
36;510;515;5;61
36;515;520;5;111
36;520;795;275;11
36;795;795;5;111
36;795;830;35;53
36;830;835;5;111
36;835;975;140;13
36;975;980;5;111
36;980;1010;30;1
36;1010;1030;20;121
36;1030;1060;30;41
36;1060;1080;20;121
36;1080;1110;30;33
36;1110;1115;5;121
36;1115;1740;560;1
37;240;360;120;1
37;360;390;30;121
37;390;1140;750;11
37;1140;1160;20;121
37;1160;1200;40;1
37;1200;1215;15;121
37;1215;1260;45;32
37;1260;1275;15;121
37;1275;1380;105;1
37;1380;1400;20;100
37;1400;1400;5;52
37;1400;1420;20;100
37;1420;1740;255;1
38;240;510;270;1
38;510;515;5;121
38;515;530;15;11
38;530;560;30;133
38;560;630;70;13
38;630;645;15;100
38;645;650;5;42
38;650;660;10;133
38;660;760;100;11
38;760;765;5;121
38;765;840;75;1
38;840;845;5;122
38;845;1110;265;11
38;1110;1130;20;100
38;1130;1740;550;1
39;240;835;595;1
39;835;840;5;121
39;840;840;5;61
39;840;845;5;121
39;845;900;55;1
39;900;930;30;121
39;930;1080;150;41
39;1080;1110;30;121
39;1110;1115;5;1
39;1115;1120;5;121
39;1120;1125;5;33
39;1125;1130;5;121
39;1130;1740;545;1
40;240;450;210;1
40;450;460;10;121
40;460;475;15;32
40;475;495;20;121
40;495;750;255;11
40;750;755;5;121
40;755;810;55;53
40;810;815;5;121
40;815;1095;280;11
40;1095;1125;30;121
40;1125;1260;135;51
40;1260;1270;10;121
40;1270;1740;410;1
41;240;450;210;1
41;450;460;10;111
41;460;620;160;11
41;620;625;5;111
41;625;795;170;1
41;795;800;5;121
41;800;905;105;11
41;905;910;5;121
41;910;945;35;1
41;945;945;5;121
41;945;950;5;33
41;950;965;15;121
41;965;1120;155;51
41;1120;1135;15;121
41;1135;1190;55;1
41;1190;1195;5;121
41;1195;1200;5;64
41;1200;1205;5;121
41;1205;1225;20;1
41;1225;1230;5;121
41;1230;1230;5;74
41;1230;1235;5;121
41;1235;1740;435;1
42;240;600;360;1
42;600;615;15;100
42;615;620;5;33
42;620;630;10;100
42;630;780;150;1
42;780;810;30;121
42;810;1020;210;42
42;1020;1065;45;121
42;1065;1155;90;54
42;1155;1170;15;121
42;1170;1380;210;53
42;1380;1410;30;121
42;1410;1740;270;1
43;240;480;240;1
43;480;490;10;111
43;490;750;260;11
43;750;760;10;111
43;760;840;80;1
43;840;850;10;111
43;850;1140;290;11
43;1140;1150;10;111
43;1150;1740;530;1
44;240;240;5;1
44;240;260;20;121
44;260;780;520;11
44;780;800;20;121
44;800;1740;875;1
45;240;510;270;1
45;510;540;30;133
45;540;1020;480;25
45;1020;1050;30;133
45;1050;1740;630;1
46;240;515;275;1
46;515;520;5;100
46;520;990;470;22
46;990;995;5;100
46;995;1740;685;1
47;240;515;275;1
47;515;520;5;100
47;520;990;470;22
47;990;995;5;100
47;995;1740;685;1
48;240;1295;1055;1
48;1295;1310;15;133
48;1310;1455;145;53
48;1455;1475;20;133
48;1475;1740;205;1
49;240;245;5;1
49;245;285;40;121
49;285;750;465;11
49;750;795;45;121
49;795;1740;885;1
50;240;360;120;1
50;360;400;20;131
50;360;400;20;133
50;400;900;500;11
50;900;950;30;133
50;900;950;20;131
50;950;1740;730;1
51;240;510;270;1
51;510;525;15;111
51;525;750;225;11
51;750;765;15;100
51;765;825;60;53
51;825;840;15;100
51;840;865;25;11
51;865;880;15;100
51;880;940;60;13
51;940;955;15;100
51;955;1170;215;11
51;1170;1180;10;122
51;1180;1320;140;51
51;1320;1320;5;100
51;1320;1380;60;53
51;1380;1395;15;122
51;1395;1740;280;1
52;240;500;260;1
52;500;505;5;100
52;505;510;5;61
52;510;515;5;100
52;515;535;20;33
52;535;545;10;100
52;545;885;340;1
52;885;890;5;100
52;890;895;5;64
52;895;900;5;100
52;900;1740;780;1
53;240;900;660;1
53;900;910;10;100
53;910;1020;110;54
53;1020;1030;10;100
53;1030;1200;170;1
53;1200;1220;20;122
53;1220;1470;250;53
53;1470;1490;20;122
53;1490;1740;190;1
54;240;495;255;1
54;495;550;30;133
54;495;550;25;131
54;550;750;200;13
54;750;790;15;131
54;750;790;25;133
54;790;930;140;1
54;930;960;20;133
54;930;960;10;131
54;960;1035;75;13
54;1035;1050;15;131
54;1050;1090;40;32
54;1090;1105;15;131
54;1105;1110;5;13
54;1110;1155;15;131
54;1110;1155;30;133
54;1155;1740;525;1
55;240;550;310;1
55;550;555;5;100
55;555;555;5;52
55;555;560;5;100
55;560;1740;1115;1
56;240;500;260;1
56;500;505;5;121
56;505;550;45;33
56;550;555;5;121
56;555;990;435;1
56;990;1000;10;121
56;1000;1100;100;54
56;1100;1110;10;121
56;1110;1740;570;1
57;240;240;5;1
57;240;270;30;121
57;270;770;500;11
57;770;800;30;121
57;800;1740;875;1
58;240;415;175;1
58;415;465;20;131
58;415;465;30;133
58;465;1065;600;11
58;1065;1095;30;131
58;1095;1105;10;33
58;1105;1140;35;131
58;1140;1740;540;1
59;240;525;285;1
59;525;540;15;121
59;540;540;5;64
59;540;635;95;122
59;635;635;5;52
59;635;725;90;122
59;725;840;115;1
59;840;860;20;121
59;860;930;70;32
59;930;945;15;121
59;945;975;30;1
59;975;990;15;121
59;990;1050;60;51
59;1050;1065;15;121
59;1065;1155;90;1
59;1155;1165;10;100
59;1165;1290;125;51
59;1290;1300;10;100
59;1300;1740;370;1
60;240;600;360;1
60;600;610;10;121
60;610;615;5;33
60;615;620;5;121
60;620;930;310;1
60;930;940;10;121
60;940;955;15;42
60;955;965;10;121
60;965;1740;715;1
61;240;480;240;1
61;480;540;20;131
61;480;540;40;133
61;540;735;195;29
61;735;740;5;100
61;740;750;10;53
61;750;755;5;100
61;755;1050;295;29
61;1050;1100;30;133
61;1050;1100;20;131
61;1100;1120;20;32
61;1120;1130;10;100
61;1130;1740;550;1
62;240;600;360;1
62;600;615;15;121
62;615;780;165;54
62;780;795;15;121
62;795;1740;885;1
63;240;480;240;1
63;480;485;5;131
63;485;720;235;24
63;720;735;15;100
63;735;1740;945;1
64;240;480;240;1
64;480;485;5;100
64;485;1020;535;23
64;1020;1025;5;100
64;1025;1740;655;1
65;240;510;270;1
65;510;515;5;100
65;515;975;460;22
65;975;980;5;100
65;980;1740;700;1
66;240;780;540;1
66;780;810;30;100
66;810;840;30;42
66;840;870;30;100
66;870;1740;810;1
67;240;510;270;1
67;510;520;10;100
67;520;980;460;22
67;980;990;10;100
67;990;1740;690;1
68;240;1020;780;1
68;1020;1080;60;131
68;1080;1100;20;42
68;1100;1120;20;133
68;1120;1290;170;1
68;1290;1305;15;121
68;1305;1740;375;11
69;240;510;270;1
69;510;520;10;131
69;520;530;10;61
69;530;550;20;100
69;550;675;125;1
69;675;695;20;100
69;695;710;15;64
69;710;720;10;131
69;720;810;90;1
69;810;820;10;131
69;820;840;20;61
69;840;850;10;131
69;850;955;105;1
69;955;975;20;100
69;975;980;5;64
69;980;990;10;131
69;990;1740;690;1
70;240;510;270;1
70;510;520;10;131
70;520;710;190;22
70;710;720;10;131
70;720;810;90;1
70;810;820;10;131
70;820;980;160;22
70;980;990;10;131
70;990;1740;690;1
71;240;480;240;1
71;480;495;15;131
71;495;1050;555;11
71;1050;1065;15;131
71;1065;1740;615;1
72;240;420;180;1
72;420;450;30;131
72;450;1080;630;24
72;1080;1110;30;131
72;1110;1740;570;1
73;240;540;300;1
73;540;600;60;100
73;600;600;5;52
73;600;660;60;100
73;660;1740;1015;1
74;240;480;240;1
74;480;495;15;100
74;495;965;470;11
74;965;980;15;100
74;980;1740;700;1
75;240;450;210;1
75;450;510;60;131
75;510;1030;520;25
75;1030;1080;50;131
75;1080;1740;600;1
76;240;545;305;1
76;545;570;25;133
76;570;1015;445;24
76;1015;1050;35;133
76;1050;1080;30;32
76;1080;1115;35;133
76;1115;1740;565;1
77;240;480;240;1
77;480;500;20;131
77;500;1050;550;23
77;1050;1070;20;131
77;1070;1740;610;1
78;240;515;275;1
78;515;520;5;100
78;520;975;455;22
78;975;980;5;100
78;980;1740;700;1
79;240;510;270;1
79;510;515;5;100
79;515;515;5;33
79;515;550;35;100
79;550;560;10;42
79;560;565;5;100
79;565;575;10;33
79;575;615;40;100
79;615;885;270;1
79;885;930;45;100
79;930;945;15;30
79;945;955;10;100
79;955;970;15;30
79;970;980;10;100
79;980;985;5;30
79;985;990;5;100
79;990;1110;120;51
79;1110;1145;35;100
79;1145;1740;530;1
80;240;480;240;1
80;480;510;30;121
80;510;720;210;11
80;720;730;10;121
80;730;735;5;32
80;735;740;5;121
80;740;1080;340;11
80;1080;1110;30;121
80;1110;1470;360;54
80;1470;1485;15;121
80;1485;1740;195;1
81;240;600;360;1
81;600;620;20;121
81;620;1020;400;11
81;1020;1035;15;121
81;1035;1035;5;61
81;1035;1040;5;121
81;1040;1740;635;1
82;240;540;300;1
82;540;540;5;100
82;540;545;5;32
82;545;545;5;100
82;545;570;25;1
82;570;575;5;100
82;575;575;5;91
82;575;575;5;100
82;575;630;55;1
82;630;675;45;100
82;675;675;5;52
82;675;720;45;100
82;720;1050;330;1
82;1050;1050;5;100
82;1050;1070;20;32
82;1070;1080;10;100
82;1080;1740;570;1
83;240;630;390;1
83;630;635;5;121
83;635;640;5;43
83;640;660;10;121
83;640;660;10;133
83;660;680;20;42
83;680;700;10;133
83;680;700;10;121
83;700;1740;980;1
84;240;585;345;1
84;585;615;30;131
84;615;735;120;25
84;735;740;5;100
84;740;815;75;53
84;815;815;5;100
84;815;945;130;25
84;945;975;30;131
84;975;1740;700;1
85;240;445;205;1
85;445;450;5;115
85;450;460;10;64
85;460;475;15;182
85;475;770;295;13
85;770;785;15;182
85;785;785;5;61
85;785;790;5;115
85;790;870;80;1
85;870;875;5;115
85;875;895;20;42
85;895;900;5;115
85;900;905;5;33
85;905;910;5;115
85;910;1740;765;1
86;240;465;225;1
86;465;485;20;111
86;485;780;295;11
86;780;790;10;100
86;790;820;30;53
86;820;830;10;100
86;830;1095;265;11
86;1095;1110;15;111
86;1110;1200;90;51
86;1200;1215;15;111
86;1215;1740;465;1
87;240;340;100;1
87;340;370;15;131
87;340;370;15;133
87;370;390;20;11
87;390;450;60;182
87;450;720;270;13
87;720;720;5;100
87;720;725;5;33
87;725;725;5;100
87;725;1140;415;13
87;1140;1140;5;100
87;1140;1145;5;33
87;1145;1145;5;100
87;1145;1740;515;13
88;240;420;180;1
88;420;425;5;100
88;425;425;5;52
88;425;425;5;100
88;425;430;5;32
88;430;435;5;100
88;435;510;75;1
88;510;540;30;133
88;540;550;10;32
88;550;580;30;133
88;580;1740;1090;1
89;240;500;260;1
89;500;505;5;121
89;505;1185;680;11
89;1185;1190;5;121
89;1190;1740;490;1
90;240;525;285;1
90;525;545;10;193
90;525;545;10;133
90;545;720;175;23
90;720;740;10;193
90;720;740;10;133
90;740;790;50;54
90;790;810;10;193
90;790;810;10;133
90;810;960;150;23
90;960;985;10;193
90;960;985;15;133
90;985;1740;695;1
91;240;480;240;1
91;480;510;30;121
91;510;550;40;61
91;550;565;15;121
91;565;780;215;13
91;780;800;20;121
91;800;900;100;1
91;900;920;20;133
91;920;960;40;13
91;960;980;20;133
91;980;1060;80;13
91;1060;1075;15;133
91;1075;1105;30;1
91;1105;1115;10;121
91;1115;1145;30;32
91;1145;1155;10;121
91;1155;1740;525;1
92;240;875;635;1
92;875;900;25;133
92;900;945;45;33
92;945;955;10;100
92;955;970;15;33
92;970;995;25;133
92;995;1740;685;1
93;240;525;285;1
93;525;540;15;100
93;540;720;180;32
93;720;735;15;100
93;735;990;255;1
93;990;1020;30;100
93;1020;1050;30;54
93;1050;1080;30;100
93;1080;1740;600;1
94;240;540;300;2
94;540;555;15;100
94;555;560;5;33
94;560;575;15;100
94;575;900;325;2
94;900;910;10;121
94;910;945;35;33
94;945;955;10;121
94;955;1740;725;2
95;240;540;300;2
95;540;550;10;100
95;550;780;230;13
95;780;780;5;100
95;780;825;45;53
95;825;825;5;100
95;825;1005;180;13
95;1005;1120;100;151
95;1005;1120;15;133
95;1120;1740;550;1
96;240;600;360;1
96;600;610;10;100
96;610;620;10;33
96;620;630;10;100
96;630;960;330;1
96;960;970;10;100
96;970;970;5;33
96;970;980;10;100
96;980;1740;695;1
97;240;620;380;1
97;620;650;30;100
97;650;695;45;41
97;695;730;35;100
97;730;740;10;33
97;740;745;5;100
97;745;825;80;1
97;825;835;10;100
97;835;835;5;64
97;835;865;30;122
97;865;990;125;51
97;990;1015;25;122
97;1015;1035;20;54
97;1035;1055;20;100
97;1055;1740;620;1
98;240;465;225;1
98;465;470;5;121
98;470;485;15;61
98;485;490;5;121
98;490;975;485;11
98;975;980;5;121
98;980;990;10;64
98;990;1000;10;121
98;1000;1050;50;1
98;1050;1060;10;100
98;1060;1065;5;33
98;1065;1075;10;100
98;1075;1740;605;1
99;240;420;180;1
99;420;480;60;171
99;480;1110;630;13
99;1110;1170;60;171
99;1170;1740;510;1
100;240;540;300;1
100;540;550;10;100
100;550;555;5;61
100;555;565;10;100
100;565;705;140;1
100;705;715;10;100
100;715;720;5;64
100;720;730;10;100
100;730;1740;950;1
101;240;570;330;1
101;570;590;20;133
101;590;600;10;33
101;600;600;5;100
101;600;610;10;33
101;610;610;5;100
101;610;630;20;33
101;630;655;25;133
101;655;870;215;1
101;870;885;15;133
101;885;1005;120;33
101;1005;1025;20;133
101;1025;1740;645;1
102;240;870;630;1
102;870;900;5;133
102;870;900;25;131
102;900;1020;120;33
102;1020;1065;30;131
102;1020;1065;15;133
102;1065;1740;615;1
103;240;480;240;1
103;480;500;20;122
103;500;1050;550;22
103;1050;1070;20;122
103;1070;1200;130;51
103;1200;1230;30;133
103;1230;1740;450;1
104;240;570;330;1
104;570;580;10;100
104;580;605;25;32
104;605;615;10;100
104;615;855;240;1
104;855;860;5;121
104;860;860;5;64
104;860;870;10;121
104;870;1050;180;54
104;1050;1065;15;121
104;1065;1065;5;61
104;1065;1070;5;121
104;1070;1740;600;1
105;240;1140;900;1
105;1140;1150;10;100
105;1150;1280;130;91
105;1280;1290;10;100
105;1290;1740;390;1
106;240;435;195;1
106;435;450;15;121
106;450;720;270;13
106;720;740;20;121
106;740;765;25;1
106;765;780;15;121
106;780;960;180;13
106;960;980;20;121
106;980;1740;700;1
107;240;505;265;1
107;505;510;5;100
107;510;515;5;61
107;515;540;25;100
107;540;570;30;41
107;570;585;15;100
107;585;640;55;1
107;640;655;15;100
107;655;710;55;41
107;710;730;20;100
107;730;735;5;64
107;735;745;10;100
107;745;835;90;1
107;835;845;10;100
107;845;850;5;61
107;850;860;10;100
107;860;970;110;1
107;970;975;5;100
107;975;980;5;64
107;980;990;10;100
107;990;1020;30;1
107;1020;1040;20;133
107;1040;1085;45;61
107;1085;1125;40;133
107;1125;1740;555;1
108;240;1025;785;1
108;1025;1050;25;121
108;1050;1530;480;11
108;1530;1555;25;121
108;1555;1740;125;1
109;240;480;240;1
109;480;495;15;100
109;495;1020;525;23
109;1020;1035;15;100
109;1035;1740;645;1
110;240;510;270;1
110;510;520;10;100
110;520;975;455;22
110;975;990;15;100
110;990;1740;690;1
111;240;480;240;1
111;480;540;60;182
111;540;990;450;13
111;990;1050;60;182
111;1050;1740;630;1
112;240;540;300;1
112;540;560;20;131
112;560;630;70;32
112;630;655;25;131
112;655;1740;1025;1
113;240;480;240;1
113;480;540;60;182
113;540;990;450;13
113;990;1050;60;182
113;1050;1740;630;1
114;240;810;570;1
114;810;825;15;133
114;825;885;60;41
114;885;905;20;133
114;905;1740;775;1
115;240;540;300;1
115;540;555;15;100
115;555;555;5;33
115;555;570;15;100
115;570;585;15;1
115;585;600;15;100
115;600;610;10;33
115;610;625;15;100
115;625;1740;1050;1
116;240;840;600;1
116;840;870;10;133
116;840;870;20;131
116;870;930;60;32
116;930;950;10;131
116;930;950;10;133
116;950;1740;730;1
117;240;1020;780;1
117;1020;1040;20;131
117;1040;1160;120;32
117;1160;1175;15;131
117;1175;1740;505;1
118;240;785;545;1
118;785;800;15;100
118;800;800;5;54
118;800;850;50;122
118;850;855;5;91
118;855;1035;180;100
118;1035;1045;10;51
118;1045;1050;5;122
118;1050;1740;625;1
119;240;570;330;1
119;570;585;15;100
119;585;585;5;52
119;585;600;15;100
119;600;870;270;1
119;870;880;10;100
119;880;1020;140;54
119;1020;1035;15;100
119;1035;1740;640;1
120;240;420;180;1
120;420;445;25;121
120;445;570;125;11
120;570;590;20;121
120;590;1740;1090;1
121;240;460;220;1
121;460;480;20;133
121;480;735;255;11
121;735;750;15;100
121;750;795;45;53
121;795;810;15;100
121;810;1035;225;11
121;1035;1050;15;133
121;1050;1740;630;1
122;240;450;210;1
122;450;460;10;100
122;460;745;285;23
122;745;760;15;100
122;760;835;75;1
122;835;840;5;100
122;840;1040;200;51
122;1040;1050;10;100
122;1050;1740;630;1
123;240;450;210;1
123;450;460;10;100
123;460;685;225;23
123;685;695;10;100
123;695;1740;985;1
124;240;525;285;1
124;525;550;25;121
124;550;720;170;11
124;720;745;25;121
124;745;840;95;1
124;840;865;25;121
124;865;915;50;42
124;915;935;20;121
124;935;960;25;32
124;960;975;15;121
124;975;1740;705;1
125;240;840;600;1
125;840;850;10;122
125;850;910;60;32
125;910;920;10;122
125;920;1740;760;1
126;240;460;220;1
126;460;470;10;100
126;470;470;5;74
126;470;490;20;100
126;490;735;245;24
126;735;740;5;100
126;740;740;5;61
126;740;770;30;100
126;770;780;10;1
126;780;795;15;100
126;795;855;60;32
126;855;885;30;100
126;885;890;5;61
126;890;915;25;100
126;915;1005;90;1
126;1005;1020;15;100
126;1020;1050;30;32
126;1050;1070;20;100
126;1070;1250;180;1
126;1250;1270;20;100
126;1270;1275;5;30
126;1275;1295;20;100
126;1295;1740;375;1
127;240;945;705;1
127;945;960;15;100
127;960;980;20;64
127;980;995;15;100
127;995;1740;685;1
128;240;495;255;1
128;495;510;15;122
128;510;705;195;22
128;705;710;5;122
128;710;795;85;1
128;795;805;10;100
128;805;990;185;22
128;990;1005;15;100
128;1005;1740;675;1
129;240;460;220;1
129;460;490;15;131
129;460;490;15;133
129;490;765;275;24
129;765;780;10;131
129;765;780;5;133
129;780;830;50;1
129;830;840;5;131
129;830;840;5;133
129;840;1085;245;24
129;1085;1110;15;133
129;1085;1110;10;131
129;1110;1740;570;1
130;240;460;220;1
130;460;480;20;100
130;480;660;180;23
130;660;690;30;100
130;690;790;100;1
130;790;805;15;100
130;805;1005;200;23
130;1005;1040;35;100
130;1040;1740;640;1
131;240;600;360;1
131;600;620;20;100
131;620;750;130;41
131;750;760;10;100
131;760;840;80;54
131;840;845;5;100
131;845;855;10;42
131;855;855;5;100
131;855;865;10;33
131;865;865;5;100
131;865;900;35;54
131;900;915;15;100
131;915;1740;755;1
132;240;410;170;1
132;410;420;10;111
132;420;960;540;11
132;960;970;10;111
132;970;1740;710;1
133;240;570;330;1
133;570;585;15;121
133;585;645;60;32
133;645;660;15;121
133;660;675;15;1
133;675;685;10;100
133;685;735;50;33
133;735;745;10;100
133;745;900;155;1
133;900;945;45;100
133;945;945;5;52
133;945;990;45;100
133;990;1020;30;1
133;1020;1040;20;100
133;1040;1050;10;33
133;1050;1070;20;100
133;1070;1740;605;1
134;240;445;205;1
134;445;455;10;100
134;455;490;35;11
134;490;500;10;100
134;500;700;200;1
134;700;710;10;100
134;710;730;20;11
134;730;740;10;100
134;740;790;50;1
134;790;800;10;100
134;800;850;50;11
134;850;860;10;100
134;860;970;110;1
134;970;980;10;100
134;980;1040;60;11
134;1040;1050;10;100
134;1050;1740;630;1
135;240;1020;780;1
135;1020;1050;30;133
135;1050;1200;150;51
135;1200;1230;30;133
135;1230;1740;450;1
136;240;700;460;1
136;700;735;35;133
136;735;960;225;11
136;960;965;5;100
136;965;1020;55;32
136;1020;1035;15;133
136;1035;1170;135;1
136;1170;1200;30;133
136;1200;1410;210;11
136;1410;1440;30;133
136;1440;1740;240;1
137;240;500;260;1
137;500;525;25;133
137;525;780;255;11
137;780;800;20;133
137;800;1740;880;1
138;240;780;540;1
138;780;810;30;133
138;810;1020;210;25
138;1020;1050;30;133
138;1050;1740;630;1
139;240;810;570;1
139;810;925;115;121
139;925;925;5;52
139;925;1035;110;121
139;1035;1065;30;1
139;1065;1080;15;100
139;1080;1150;70;51
139;1150;1165;15;100
139;1165;1740;510;1
140;240;510;270;1
140;510;525;15;100
140;525;530;5;61
140;530;540;10;100
140;540;630;90;54
140;630;630;5;100
140;630;690;60;1
140;690;700;10;100
140;700;710;10;64
140;710;720;10;100
140;720;720;5;1
140;720;730;10;121
140;730;770;40;41
140;770;780;10;121
140;780;870;90;54
140;870;875;5;121
140;875;885;10;42
140;885;900;15;121
140;900;945;45;33
140;945;945;5;122
